twitterid,twitter_username,twitter_userid,domain,name,followers_count,tweet_count
ID0387,JerrySeinfeld,336116660,jerryseinfeld.com,Jerry Seinfeld,4325499,1687
ID0388,jesseyjoy,27909036,jesseyjoy.com,Jesse & Joy Oficial,5249371,30443
ID0389,jessicaalba,92367751,,Jessica Alba,8634995,6639
ID0390,jessicacediel,121169579,,Jessica Cediel,5090672,31513
ID0391,jedarcantik,,jessicaiskandar.com,Jessica Iskandar,,
ID0392,JessicaSimpson,29840295,jessicasimpson.com,Jessica Simpson,6222269,2841
ID0393,JessieJ,36008570,jessiejofficial.com,Jessie J,8119158,20958
ID0394,jhongsample,190955393,,Jhong hilario,3482930,13559
ID0395,JimCarrey,52551600,jimcarrey.com,Jim Carrey,18971528,4690
ID0396,JimGaffigan,6539592,jimgaffigan.com,Jim Gaffigan,3244071,20823
ID0397,jimjonescapo,21705616,capolife.com,Jim Jones,3379062,19950
ID0398,jimmycarr,17020962,jimmycarr.com,Jimmy Carr,6732362,4837
ID0399,jimmyeatworld,14994465,jimmyeatworld.com,Jimmy Eat World,2371407,6959
ID0400,jimmyfallon,15485441,tonightshow.com,jimmy fallon,51467139,14098
ID0401,jimmykimmel,26053643,youtube.com,Jimmy Kimmel,11907785,7862
ID0402,JKCorden,215952307,,Jkcorden,10959623,13911
ID0403,lopezdoriga,236636515,lopezdoriga.com,Joaquín López-Dóriga,8056348,412131
ID0404,JodiStaMaria,113603164,,Jodi Sta.Maria,3223245,14580
ID0405,Joe_Sugg,37972440,,Joe Sugg,4838769,22747
ID0406,joelmchale,14506253,joelmchaleonline.com,Joel McHale,3304680,8206
ID0407,JoelOsteen,20545055,JoelOsteen.com,Joel Osteen,10170603,21245
ID0408,JoeyEssex_,250090860,FuseyOfficial.com,Joey Essex,3124333,24741
ID0409,JoeyGraceffa,16794568,youtube.com,Joey Graceffa,3774128,27800
ID0410,JohnBishop100,46345843,johnbishoponline.com,John Bishop,3496100,11224
ID0411,JohnCena,141664648,,John Cena,13684151,7165
ID0412,JohnCleese,10810102,johncleese.com,John Cleese,5710761,12052
ID0413,johngreen,18055737,johngreenbooks.com,John Green,4623480,1576
ID0414,johnlegend,18228898,johnlegend.com,John Legend,13841146,16156
ID0415,JonahHill,256573865,,Jonah Hill,4414772,75
ID0416,wossy,17753033,catchacatchaaliens.com,Jonathan Ross,4943627,26639
ID0417,JordinSparks,19555067,smarturl.it,Jordin Sparks,3572015,46486
ID0418,jorgeemateus,41043596,jorgeemateus.com.br,Jorge & Mateus,9818015,21026
ID0419,rialjorge,124779370,,JORGE RIAL,3432451,86907
ID0420,vicegandako,186712788,,jose marie viceral,14391053,24261
ID0421,Joey7Barton,166767883,joeybarton.com,Joseph Barton,2901927,21506
ID0422,hitRECordJoe,24807616,hitRECord.org,Joseph Gordon-Levitt,4034303,52133
ID0423,SeppBlatter,138388408,,Joseph S Blatter,2265204,2440
ID0424,JoshDevineDrums,112289040,,Josh Devine,3174214,12208
ID0425,jhutch1992,44312605,joshhutcherson.com,Josh Hutcherson,2282181,586
ID0426,jotaquest,15104212,jotaquest.com.br,Jota Quest Oficial,3214288,29856
ID0427,JoyceMeyer,15809249,joycemeyer.org,Joyce Meyer,6340143,80377
ID0428,JuanLuisGuerra,104974333,vevo.ly,Juan Luis Guerra,7642167,1646
ID0429,juanmata8,140750163,juanmata8.com,Juan Mata García,7967312,3106
ID0430,juanes,47288005,juanes.net,JUANES,11523768,12860
ID0431,therealjuicyj,24275419,thejuicyj.com,juicy j,2832295,47023
ID0432,montesjulia,1.32109E+18,,Julia Montes,0,50
ID0433,jupaesoficial,7.28247E+17,julianapaes.com.br,Juliana Paes,438,1
ID0434,juliaperrez,100563581,julia-perez.com,juliaperez,4981361,88538
ID0435,julietav,38871237,julietavenegas.net,Julieta Venegas,4283972,15516
ID0436,shitmydadsays,62581962,,Justin,2255146,173
ID1539,justinbieber,27260086,smarturl.it,Justin Bieber,114357427,31399
ID0438,jtimberlake,26565946,justintimberlake.com,Justin Timberlake,63231222,4348
ID0439,JENNIWOWW,93935921,jennifarley.com,JWOWW,3083365,29136
ID0440,KAKA,60865434,,Kaka,29311125,5290
ID0441,kanyewest,169686021,KANYEWEST.COM,KANYE WEST,30796560,1910
ID0442,KapilSharmaK9,1492538024,kapilsharma.org,KAPIL,19114568,11085
ID0443,karanjohar,57928790,,Karan Johar,17330984,11782
ID0444,Benzema,1964571728,carbu.link,Karim Benzema,14921640,3179
ID0445,anakarylle,78035324,ph.omg.yahoo.com,Karylle Tatlonghari,4298575,32597
ID0446,KatGraham,18470958,katgraham.com,Kat Graham,1959478,25324
ID0447,katedelcastillo,32745368,katedelcastillo.us,Kate Del Castillo,3926424,13165
ID0448,bernardokath,197807757,,KATH,10493296,6621
ID0449,KattPackAllDay,381790789,,Katt Williams,212,15
ID1540,katyperry,21447363,katyperry.com,Katy Perry,108900656,11625
ID0451,kc_concepcion,7.85044E+17,,KC Concepcion,1294,270
ID0452,KeithUrban,14790817,keithurban.net,Keith Urban,4164278,8533
ID0453,KELLYROWLAND,30782495,KellyRowland.com,KELENDRIA ROWLAND,6902580,14197
ID0454,kelly_clarkson,,kellyclarkson.com,Kelly Clarkson,,
ID0455,KellyOsbourne,41229669,kellyosbourne.com,Kelly Osbourne,3389447,16113
ID0456,kenandogulu,69683823,,Kenan Doğulu,2614014,1892
ID1541,KendallJenner,157140968,,Kendall Jenner,32073884,9649
ID0458,HeffronDrive,29898542,itun.es,Kendall Schmidt,2179308,12650
ID0459,KendraWilkinson,29611918,,Kendra Wilkinson,2231521,22577
ID0460,kendricklamar,23561980,txdxe.com,Kendrick Lamar,11670183,4227
ID0461,KeriHilson,26516984,,Keri Hilson,4229937,14396
ID0462,kerrywashington,205302299,kerrywashington.com,Kerry Washington,5549489,34101
ID0463,KeshaRose,26090319,smarturl.it,Kesha,3191482,8081
ID0464,kevadamsss,55616342,kevadams.fr,Kev Adams,6051225,12668
ID0465,apriliokevin,92907248,,Kevin Aprilio,3867179,305
ID0466,KDTrey5,35936474,,Kevin Durant,19735946,24558
ID1542,KevinHart4real,23151437,whatnowtour.com,Kevin Hart,37169187,41460
ID0468,kevinjonas,104288093,yoodapp.com,Kevin Jonas,5227654,9590
ID0469,KP24,171117515,,Kevin Pietersen,3887778,26004
ID0470,KevinSpacey,27457788,kevinspacey.com,Kevin Spacey,4051958,2089
ID0471,ThatKevinSmith,14681605,smodcast.com,Kevin Smith,3090223,38112
ID0472,khloekardashian,32959253,khloewithak.com,Khloé,29945776,67130
ID0473,kuyakim_atienza,130307120,,Kim Atienza,4160800,43830
ID1545,KimKardashian,25365536,AppStore.com,Kim Kardashian,72170641,35405
ID0475,MikaSingh,613321095,mikasingh.in,King Mika Singh,4149371,33414
ID0476,thekiranbedi,68977380,kiranbedi.com,Kiran Bedi,12307303,37690
ID0477,kobebryant,1059194370,kobebryant.com,Kobe Bryant,14987909,1906
ID1546,kourtneykardash,23617610,,Kourtney Kardashian,26478393,14264
ID0479,KrisJenner,23613479,krisjenner.com,Kris Jenner,12277689,14100
ID1548,KylieJenner,236699098,,Kylie Jenner,39787724,14241
ID0481,kylieminogue,63172203,Kylie.com,Kylie Minogue,2199545,14197
ID0482,KyrieIrving,317370751,,Kyrie Irving,4428082,3397
ID0483,lala,24967668,amzn.to,LA LA,4639898,28942
ID0484,ladyantebellum,1.2711E+18,ladyantebellum.com,Lady Antebellum,206,0
ID0485,lafouine78,21744528,,lafouine,4735312,43151
ID0486,laliespos,,,Lali Esposito,,
ID0487,RealLamarOdom,28669612,,LAMAR ODOM,3658282,730
ID0488,LanaDelRey,,lanadelrey.com,Lana Del Rey,,
ID0489,lancearmstrong,16727535,mellowjohnnys.com,Lance Armstrong,3116657,13379
ID0490,LaraDutta,66334209,mylaradutta.com,Lara Dutta Bhupathi,3297386,5079
ID0491,kingsthings,22685200,ora.tv,Larry King,2366216,16520
ID0492,mangeshkarlata,155151279,en.wikipedia.org,Lata Mangeshkar,14942414,3528
ID0493,Bellaudyaa,82648754,,Laudya cynthia bella,5621068,19191
ID0494,LAURAGII,64444249,laurag.tv,Laura G,4613758,153463
ID0495,LaurenConrad,34097876,laurenconrad.com,Lauren Conrad,2886047,7160
ID0496,MsLaurenLondon,,,Lauren London,,
ID0497,msleamichele,,,Lea Michele,,
ID0498,MsLeaSalonga,31685653,leasalonga.com,Lea Salonga,5660560,30450
ID1549,KingJames,23083404,LeBronJames.com,LeBron James,51182528,8347
ID0500,ActorLeeMinHo,161419220,,Lee Min Ho,3158493,841
ID0501,special1004,136885994,,Lee Teuk,4386980,3300
ID0502,LeighFrancis,20632700,leighfrancis.tv,Leigh Francis,2786229,58977
ID0503,lenadunham,31080039,lennyletter.com,Lena Dunham,5253586,14783
ID0504,LennyKravitz,23006794,lennykravitz.com,Lenny Kravitz,4779136,3139
ID0505,LeoDiCaprio,133880286,leonardodicaprio.com,Leonardo DiCaprio,19598263,2589
ID0506,LeventUzumcu,99564663,leventuzumcu.com,Levent Üzümcü,5378475,49614
ID0507,LewisHamilton,213969309,lewis.social,Lewis Hamilton,7253746,1186
ID0508,Real_Liam_Payne,7.63387E+17,onedirectionmusic.com,Liam,6882,0
ID0509,LilTunechi,116362700,youngmoney.com,Lil Wayne WEEZY F,34921888,2487
ID0510,lilyallen,,lilyallenmusic.com,lily,,
ID0511,lindsaylohan,65992743,official.lindsaylohan.com,Lindsay Lohan,8270568,352
ID0512,linkinpark,19373710,linkinpark.com,LINKIN PARK,5866226,6486
ID0513,LittleMix,380399508,little-mix.com,Little Mix,11896737,34934
ID0514,LMFAO,19691643,partyrockpeople.com,LMFAO,6868196,5784
ID0515,1LoganHenderson,108538006,,Logan Henderson,2767690,3774
ID0516,Lord_Sugar,160926944,,Lord Sugar,5207443,58096
ID0517,lordemusic,4532878896,lordemusic.tumblr.com,Lorde,0,0
ID0518,lorenzojova,101532373,soleluna.com,Lorenzo Jovanotti,3757564,17291
ID0519,lottietommo,272561314,lottietomlinson.com,Lottie Tomlinson,2408886,5012
ID0520,Louis_Tomlinson,84279963,,Louis Tomlinson,36036127,7609
ID0521,luansantana,59156773,luansantana.com.br,Luan Santana,11744528,14626
ID0522,LuceroMexico,94900238,lucero.com.mx,Lucero,8648372,47883
ID0523,LucianoHuck,43023158,globo.com,Luciano Huck,13262926,12427
ID0524,lucyhale,29756339,lucyhale.com,Lucy Hale,6704121,19621
ID0525,Ludacris,17696167,ludaversal.com,Ludacris,11412236,22300
ID0526,LuisChataing,67736078,youtube.com,Luis Chataing,4771265,81875
ID0527,LuisFonsi,24702915,luisfonsi.com,Luis Fonsi,9780337,11891
ID0528,luckymanzano,134657984,,Luis Manzano,5453935,60721
ID0529,LuisSuarez9,213745334,luissuarez16.com,Luis Suarez,17064962,1570
ID0530,lulopilato,38741679,,Luisana Lopilato,6024449,7712
ID0531,Podolski10,19596687,strassenkicker.com,Lukas-Podolski.com,3404893,8816
ID0532,luke_brooks,60050843,m.youtube.com,Luke Brooks,1862773,14399
ID0533,LukeBryanOnline,1.36713E+18,umgn.us,Luke Bryan,207,1
ID0534,Luke5SOS,403245020,,Luke Hemmings,10260691,9453
ID0535,LunaMaya26,128841198,itslunamaya.com,luna maya,11943877,15870
ID0536,MacMiller,23065354,macmillerswebsite.com,Mac,7956922,207
ID0537,macklemore,18159470,DowntownTheSong.com,Macklemore,2245854,18602
ID0538,MadhuriDixit,220228167,madhuridixit-nene.com,Madhuri Dixit-Nene,10432902,9315
ID0539,msdhoni,92708272,,Mahendra Singh Dhoni,8434060,480
ID0540,MaiteOficial,1.31987E+18,,Maite Perroni B,1294,67
ID0541,manaoficial,95715393,mana.com.mx,Maná,2695126,6678
ID0542,TheMandyMoore,21774892,,Mandy Moore,2319060,5983
ID0543,MannyPacquiaoTR,,,Manny Pacquiao,,
ID0544,manomenezes,27710376,manomenezes.com.br,Mano Menezes,2910673,1247
ID0545,manugavassi,31547933,manugavassi.com.br,Manu Gavassi,6495317,42845
ID0546,manuginobili,24342206,manuginobili.com,Manu Ginobili,4801647,6683
ID0547,Manuel_Neuer,1269425228,,Manuel Neuer,3958321,156
ID0548,MarcAnthony,254274083,marcanthonyonline.com,Marc Anthony,11327261,7512
ID0549,marceloadnet0,,gshow.com,Marcelo Adnet,,
ID0550,MarceloTas,6741632,blogdotas.com.br,Marcelo Tas,9208659,23412
ID0551,cuervotinelli,789856765,,marcelo tinelli,10320445,77892
ID0552,MarceloM12,932429090,,Marcelo Vieira,12345749,1989
ID0553,marcoluque,20432727,youtube.com,Marco Luque,8919718,24234
ID0554,woodyinho,361150095,marcoreus.de,Marco Reus,3059986,272
ID0555,MarcusButler,81825702,youtube.com,Marcus Butler,2877131,12177
ID0556,mariagadu,44229128,mariagadu.net,Maria Gadú,2649051,5584
ID0557,mariashriver,19362341,mariashriver.com,Maria Shriver,2173276,21793
ID0558,MariahCarey,19248106,mariahcarey.com,Mariah Carey,21793227,10537
ID0559,FinallyMario,1432977446,,Mario Balotelli,3528401,1217
ID0560,MarioGoetze,342599843,mario-goetze.com,Mario Götze,4213825,1438
ID0561,MTLovenHoney,,Facebook.MarioTeguh.asia,Mario Teguh,,
ID0562,mcuban,16228398,cyberdust.com,Mark Cuban,8646913,4424
ID0563,mark_wahlberg,,,Mark Wahlberg,,
ID0564,MarkWright_,45831321,,Mark Wright,2645652,16626
ID0565,notch,63485337,notch.net,Markus Persson,3656027,90024
ID0566,marley_ok,39261061,marley.com.ar,MARLEY - ALE WIEBE,5227002,44725
ID0567,maroon5,24886570,maroon5.com,Maroon 5,14240910,7391
ID0568,6BillionPeople,33923443,MarquisTrill.com,MarQuis Trill,2076640,183452
ID0569,Eminem,22940219,eminem.com,Marshall Mathers,22613131,1139
ID0570,MarthaStewart,21324258,themarthablog.com,Martha Stewart,3485660,9665
ID0571,MartinGarrix,134234000,martingarrix.com,MARTIN GARRIX,8502812,16896
ID0572,maryjblige,54951973,maryjblige.com,Mary J. Blige,6171722,7138
ID0573,MPOFFICIAL,,mpokoramusic.fr,Matt Pokora,,
ID0574,TheMattEspinosa,,CREATIVECOLLABTOUR.com,Matthew Espinosa,,
ID0575,MCHammer,6273552,alchemistmgmt.com,MC HAMMER,3235118,102900
ID0576,MeekMill,20567939,smarturl.it,Meek Mill,11144134,16840
ID0577,MesutOzil1088,533085085,mesutoezil.com,Mesut Özil,26179280,2273
ID0578,Metallica,238475531,metallica.com,Metallica,6018820,4875
ID0579,michaelbuble,27911944,michaelbuble.com,Michael Bublé,2147559,3478
ID0580,Michael5SOS,403246803,5sosf.am,Michael Clifford,10164191,12770
ID0581,themichaelowen,216264820,michaelowen.com,michael owen,3760312,14923
ID0582,micheltelo,38185503,micheltelo.com,Michel Teló,5836688,168199
ID0583,michkeegan,221122127,,michelle keegan,3414732,11128
ID0584,MichelleObama,409486555,barackobama.com,Michelle Obama,21683757,1901
ID0585,TheRealMikeEpps,38802447,mikeepps.com,Mike Epps,3320192,36624
ID0586,MikeTyson,156132825,miketyson.com,Mike Tyson,5809805,6824
ID0587,MikeVick,,fanduel.com,Mike Vick,,
ID0588,MileyCyrus,268414482,,Miley Ray Cyrus,46761161,12102
ID0589,mindykaling,23544596,bit.ly,Mindy Kaling,11619685,20721
ID0590,MirandaCosgrove,25970331,,Miranda Cosgrove,6983640,7021
ID0591,MirandaKerr,141052723,mirandakerr.com,Miranda Kerr,4942819,3992
ID0592,mirandalambert,34738598,mirandalambert.com,Miranda Lambert,6793766,5871
ID0593,MissyElliott,145499533,,Missy Elliott,6987596,92012
ID0594,MoezMasoud,74694859,,Moez Masoud,3634985,3427
ID0595,ElBaradei,119360445,ar-ar.,Mohamed ElBaradei,6359956,4615
ID0596,S_C_,,,Mr. Carter,,
ID0597,MuratBoz,96185337,,Murat Boz,3725924,694
ID0598,mustafa_agha,351528904,mbc.net,Mustafa agha,4666580,154634
ID0599,mustafaceceli,43513715,mustafaceceli.com,Mustafa Ceceli,3943134,8465
ID0600,MustafaHosny,60576219,mustafahosny.com,Mustafa Hosny,11735163,49549
ID0601,najwakaram,462004145,najwakaram.com,Najwa Karam,8602093,42148
ID0602,NajwaShihab,16912985,,Najwa Shihab,8075093,25836
ID0603,NancyAjram,470307418,youtu.be,Nancy Ajram,15528692,25047
ID0604,luisnani,252753618,,Nani,3902473,1861
ID0605,Nashgrier,310072711,itun.es,Nash Grier,6301821,32793
ID0606,NathanFillion,31353077,,Nathan Fillion,3317351,12001
ID0607,NathanKress,22592948,imdb.com,Nathan Kress,2317654,7723
ID0608,NeYoCompound,26895879,,NE-YO,6480218,16823
ID0609,neiltyson,19725644,haydenplanetarium.org,Neil DeGrasse Tyson,14635922,7707
ID0610,neilhimself,18393773,neilgaiman.com,Neil Gaiman,2899891,179506
ID0611,ActuallyNPH,90420314,,Neil Patrick Harris,25645964,3234
ID0612,NellyFurtado,50751556,nellyfurtado.com,Nelly Furtado,2977328,90
ID0613,Nelly_Mo,24775528,nelly.net,Nelly_Mo,3731083,10865
ID1556,neymarjr,158487331,neymaroficial.com,Neymar,56508547,42181
ID0615,NiallOfficial,105119490,onedirectionmusic.com,Niall Horan,41310890,18253
ID0616,NickCannon,19571299,nickcannon.com,Nick Cannon,4678721,30090
ID0617,nickjonas,56783491,nickjonas.com,Nick Jonas,14214626,6244
ID1557,NICKIMINAJ,35787166,,Nicki Minaj,24934054,43201
ID0619,vazqueznico,128958788,agenciafarrell.com,Nicolas Vazquez,3290092,22214
ID0620,snooki,28638191,thesnookishop.com,Nicole Polizzi,5945572,35980
ID0621,nicolerichie,27778893,,Nicole Richie,4267165,221
ID0622,NicoleScherzy,24741517,nicolescherzinger.com,Nicole Scherzinger,5046600,10711
ID0623,nikkigil,38815052,,Nikki Gil,3821158,13066
ID0624,Niltakipte,20348773,niltakipte.com,Nil Karaibrahimgil,2670964,4337
ID0625,ninadobrev,73443014,ninadobrev.com,Nina Dobrev,7065376,7474
ID0626,ninagarcia,158128894,ninagarcia.com,Nina Garcia,3105467,36924
ID0627,NOAH_ID,102928627,noah-site.com,NOAH,4583001,23998
ID0628,noaheverett,13058232,pingly.com,Noah Everett,3248973,9225
ID0629,NoelSchajris,56521114,,Noel Schajris,4519199,60362
ID0630,NormanDesVideos,45865160,m.youtube.com,Norman Thavaud,6963484,5515
ID0631,DjokerNole,259925559,mobile.novakdjokovic.com,Novak Djokovic,9083659,3888
ID0632,nxzerooficial,23532872,nxzero.com.br,NX Zero,2258692,13269
ID0633,officialJKT48,351535962,jkt48.com,official JKT48,4424266,21780
ID0634,okanbayulgen,266644093,,okan bayulgen,6900131,6424
ID0635,olla_ramlan,59186139,,Ollaufar,4764427,27667
ID0636,ollyofficial,,smarturl.it,Olly Murs,,
ID0637,OMARCHAPARRO,16721910,omarchaparro.com.mx,Omar Chaparro,7469483,31790
ID0638,onedirection,209708391,onedirectionmusic.com,One Direction,31213574,9762
ID0639,OneRepublic,21133007,onerepublic.com,OneRepublic,3172743,15285
ID0640,Oprah,19397785,oprah.com,Oprah Winfrey,43257237,13546
ID0641,oscar8,2533070650,,Oscar,4466112,1432
ID0642,OscarDLeon,89303321,youtube.com,Oscar D' Leon,2878810,36351
ID0643,OscarFilho,9255842,bit.ly,Oscar Filho,3026112,14669
ID0644,OzzyOsbourne,24963961,ozzy.com,Ozzy Osbourne,5400119,6868
ID0645,Pink,28706024,,P!nk,31594739,8130
ID0646,pabloalboran,119776110,pabloalboran.es,Pablo Alborán,3764246,28331
ID0647,paramore,43003845,paramore.net,PARAMORE,5389925,5748
ID0648,ParineetiChopra,33801019,,Parineeti Chopra,14501748,8837
ID0649,ParisHilton,24929621,ParisHilton.com,Paris Hilton,16917112,25801
ID0650,pattiemallette,19679611,pattiemallette.com,Pattie Mallette,3120162,6722
ID0651,pattonoswalt,139162440,pattonoswalt.com,Patton Oswalt,4792268,56087
ID0652,paugasol,163559269,paugasol.com,Pau Gasol,7248127,15140
ID0653,PaulMcCartney,74712538,PaulMcCartney.com,Paul McCartney,4231430,5938
ID0654,paulpierce34,27115071,paulpierce.net,Paul Pierce,4065725,2044
ID0655,RealPaulWalker,197034645,paulwalkerfoundation.org,Paul Walker,2316364,2366
ID0656,paulwesley,264498030,,Paul Wesley,4235435,2110
ID0657,paulitachaves,160308387,multitalentagency.com,Paula,5778333,30916
ID0658,PaulaAbdul,27750488,PaulaAbdul.com,Paula Abdul,1997841,26712
ID0659,PaulaFernandes7,127680499,paulafernandes.com.br,Paula Fernandes,4529809,4740
ID0660,paurubio,1.00733E+18,paulinarubio.com,Paulina Rubio,350,0
ID0661,paulocoelho,5520952,paulocoelhoblog.com,Paulo Coelho,15429700,36359
ID0662,RealVolya,196679942,pavelvolya.com,Pavel Volya,4181439,2652
ID0663,PearlJam,15155074,pearljam.com,Pearl Jam,3518681,9365
ID0664,pedroalfonsoo,147828409,laboratoriodepedro.com,Pedro Alfonso,4882969,22116
ID0665,PBiaL,64563165,,Pedro Bial,3657015,1529
ID0666,_Pedro17_,403580183,pedro17.com,Pedro Rodríguez,4860846,897
ID0667,simonpegg,18713254,simonpegg.net,Pegg News,5654126,16212
ID0668,officialpepe,333534411,,Pepe,3541574,497
ID0669,PerezHilton,19329393,PerezHilton.com,Perez Hilton,5521856,355356
ID0670,MrPeterAndre,24086418,peterandre.com,Peter Andre,3122593,14581
ID0671,Pharrell,338084918,smarturl.it,Pharrell Williams,10659074,4738
ID0672,Schofe,18953259,officialphillipschofield.com,Phillip Schofield,4491020,36363
ID0673,piersmorgan,216299334,,Piers Morgan,7963326,147420
ID0674,pitbull,31927467,youtube.com,Pitbull,25128103,8500
ID0675,pittyleone,,pitty.com.br,Pitty,,
ID0676,polo_polo,15934029,polopolo.mx,Polo Polo,4756956,6225
ID0677,realpreityzinta,86254626,,Preity zinta,5788296,20893
ID0678,PretaGil,35693211,pretagil.com.br,Preta Gil,5586150,87131
ID0679,PrinceRoyce,65186457,smarturl.it,Prince Royce,6607167,18002
ID0680,priyankachopra,18681139,iampriyankachopra.com,PRIYANKA,27716583,22220
ID0681,psy_oppa,740216334,youtu.be,PSY,4287904,4943
ID0682,IAMQUEENLATIFAH,50826280,queenlatifah.com,Queen Latifah,8050741,6373
ID0683,questlove,14939981,itunes.apple.com,Questlove Gomez,3430121,81456
ID0684,maddow,16129920,rachel.msnbc.com,Rachel Maddow MSNBC,10650294,19511
ID0685,RachelZoe,30704824,thezoereport.com,Rachel Zoe,3539896,16526
ID0686,FALCAO,58531272,,Radamel Falcao,17315321,6767
ID0687,radityadika,47363197,radityadika.com,raditya dika,15642125,52723
ID0688,RafaelNadal,344634424,rafaelnadal.com,Rafa Nadal,15703473,3140
ID0689,cortezrafa,47263956,rafaelcortez.com,Rafael Cortez,3397287,10830
ID0690,RaffiAhmadLagi,401866664,raffinagita.id,Raffi Ahmad,8440489,13325
ID0691,rafinhabastos,18297088,rafinhabastos.com.br,Rafinha Bastos,11398906,35920
ID0692,raghebalama,55043362,ragheb-alama.com,Ragheb Alama,6261969,42277
ID0693,rainnwilson,19637934,ow.ly,RainnWilson,4461347,21612
ID0694,raisa6690,63695781,,Raisa Andriana,9231718,27028
ID0695,sardesairajdeep,56304605,rajdeepsardesai.net,Rajdeep Sardesai,9041449,72906
ID0696,superstarrajini,,,Rajinikanth,,
ID0697,RandyOrton,168767461,,Randy Orton,6284366,3828
ID0698,QueenRania,36412963,,Rania Al Abdullah,10457971,2220
ID0699,raphaelvarane,550202880,raphael-varane.net,Raphaël Varane,7046372,1669
ID0700,RNTata2000,277434037,,Ratan N. Tata,10900113,176
ID0701,RebelWilson,149590738,,Rebel Wilson,2662635,6380
ID0702,ReggieBush,62902439,ReggieBush.com,Reggie Bush,2668562,9137
ID0703,ReikMx,47719006,reik.tv,Reik,3991469,21829
ID0704,Residente,39203045,,Residente,6283844,29748
ID0705,RevRunWisdom,23832022,globalgrind.com,Rev Run,3924762,19683
ID0706,Ricardo_Arjona,17549677,ricardoarjona.com,Ricardo Arjona ®,10464751,4870
ID0707,montanertwiter,55033131,,Ricardo Montaner,9248392,58199
ID0708,richardbranson,8161232,virgin.com,Richard Branson,12684554,26169
ID0709,RichardHammond,243662948,thehamsterscage.co.uk,Richard Hammond,3069058,2843
ID0710,dumbassgenius,174144887,rickrosner.com,Rick G. Rosner,894165,69461
ID0711,rickygervais,20015311,rickygervais.com,Ricky Gervais,14774243,70105
ID0712,ricky_martin,40255499,bit.ly,Ricky Martin,20256170,7604
ID1561,rihanna,79293791,rihannanow.com,Rihanna,106201663,10630
ID0714,rioferdy5,155927976,5mag.co,Rio Ferdinand,11371859,21993
ID0715,ristomejide,74992460,ristomejide.com,Risto Mejide,2736508,33002
ID0716,RitaOra,27725199,smarturl.it,Rita Ora,6537232,14228
ID0717,Riteishd,57998991,,Riteish Deshmukh,11265705,28617
ID0718,robdyrdek,14622632,robdyrdek.com,Rob Dyrdek,3062101,9694
ID0719,robbiewilliams,69610339,robbiewilliams.com,Robbie Williams,2458925,5497
ID0720,RobertDowneyJr,47786101,,Robert Downey Jr,17326439,867
ID0721,robkardashian,27989078,,ROBERT KARDASHIAN,7258909,1705
ID0722,ChespiritoRGB,305085584,,Roberto G. Bolaños,6170246,3016
ID0723,robertmarion,62216533,,Robi Domingo,3164564,9355
ID0724,Persie_Official,230845588,robinvanpersie.com,Robin van Persie,9343751,1040
ID0725,rodrigovesgo,41384170,youtube.com,Rodrigo Scarpa,5485263,11174
ID0726,rogerfederer,1337785291,rogerfederer.com,Roger Federer,12727147,2185
ID0727,ImRo45,121046433,,Rohit Sharma,20423003,2561
ID0728,RolaWorLD,505218781,ameblo.jp,ROLA,4164305,3473
ID0729,RomeoSantosPage,277180205,smarturl.it,Romeo Santos,4812325,4686
ID0730,10Ronaldinho,29479000,,Ronaldinho Gaúcho,20630756,5945
ID0731,McIlroyRory,188039706,rorymcilroy.com,Rory Mcilroy,3188944,3600
ID0732,rossR5,9.36369E+17,R5rocks.com,Ross Lynch,869,0
ID0733,mynameisrossa,180396151,pecintarossa.com,Rossa Roslaina,4193975,18746
ID0734,iloveruffag,55753842,iloveruffag.com,Ruffa Gutierrez,3032927,50151
ID0735,rustyrockets,19562228,russellbrand.com,Russell Brand,11125622,16685
ID0736,UncleRUSH,25110374,,Russell Simmons,4403756,68169
ID0737,russwest44,35982046,,Russell Westbrook,6857659,5972
ID0738,RyanSeacrest,16190898,ryanseacrest.com,Ryan Seacrest,14980836,18652
ID0739,RyanSheckler,29842036,ryansheckler.com,Ryan Sheckler,2760081,4709
ID0740,SabrinaSatoReal,2152543256,,Sabrina Sato Rahal,69,1
ID0741,sachin_rt,135421739,,sachin tendulkar,37217742,4244
ID0742,sgokbakar,292535614,,Şahan Gökbakar,2828685,4354
ID0743,BeingSalmanKhan,132385468,,Salman Khan,44044158,43128
ID0744,samuelmilby,83613107,,Sam Milby,4910801,5595
ID0745,samsmithworld,,,SAM SMITH,,
ID0746,SamNasri19,230567975,,Samir Nasri Official,2386914,618
ID0747,SamuelLJackson,75974281,samuelljackson.com,Samuel L. Jackson,8945573,3828
ID0748,krungy21,828742454,,Sandara Park,5861283,9174
ID0749,SandraDewi88,45278605,sandradewi.blogseleb.com,Sandra Dewi,6553884,37817
ID0750,SandyLeah,51509917,sandyoficial.com.br,Sandy Leah,5968374,5625
ID0751,MirzaSania,87174678,saniamirzatennisacademy.com,Sania Mirza,9200614,7875
ID0752,SSantiagosegura,105451020,,Santiago Segura,3292778,55943
ID0753,SaraBareilles,6211972,sarabmusic.com,Sara Bareilles,2826467,13545
ID0754,sarseh,61091504,,sarah sechan,2434942,22396
ID0755,SarahKSilverman,30364057,youtube.com,Sarah Silverman,12257128,19783
ID0756,scooterbraun,16679529,scooterbraun.com,Scooter Braun,3673826,32676
